5.250251e+002,1.005144e+002
5.252661e+002,1.002578e+002
5.255072e+002,9.977332e+001
5.257482e+002,9.909306e+001
5.259893e+002,9.825449e+001
5.262303e+002,9.730962e+001
5.264714e+002,9.634155e+001
5.267125e+002,9.544976e+001
5.269536e+002,9.471288e+001
5.271946e+002,9.417641e+001
5.274357e+002,9.384266e+001
5.276767e+002,9.366351e+001
5.279178e+002,9.356245e+001
5.281588e+002,9.345358e+001
5.283999e+002,9.325778e+001
5.286409e+002,9.292890e+001
5.288820e+002,9.245465e+001
5.291230e+002,9.185824e+001
5.293641e+002,9.118249e+001
5.296052e+002,9.048379e+001
5.298463e+002,8.981061e+001
5.300873e+002,8.920734e+001
5.303284e+002,8.870880e+001
5.305694e+002,8.833464e+001
5.308105e+002,8.809324e+001
5.310515e+002,8.798032e+001
5.312926e+002,8.797797e+001
5.315336e+002,8.805839e+001
5.317747e+002,8.819157e+001
5.320157e+002,8.834602e+001
5.322568e+002,8.849857e+001
5.324979e+002,8.864017e+001
5.327390e+002,8.876552e+001
5.329800e+002,8.887156e+001
5.332211e+002,8.895534e+001
5.334621e+002,8.900151e+001
5.337032e+002,8.899611e+001
5.339442e+002,8.893311e+001
5.341853e+002,8.882581e+001
5.344263e+002,8.870969e+001
5.346674e+002,8.863344e+001
5.349084e+002,8.864443e+001
5.351495e+002,8.876851e+001
5.353906e+002,8.899846e+001
5.356317e+002,8.929108e+001
5.358727e+002,8.958470e+001
5.361138e+002,8.982376e+001
5.363548e+002,8.997204e+001
5.365959e+002,9.003358e+001
5.368369e+002,9.004222e+001
5.370780e+002,9.004512e+001
5.373190e+002,9.007962e+001
5.375601e+002,9.016026e+001
5.378011e+002,9.027302e+001
5.380422e+002,9.038622e+001
5.382833e+002,9.046826e+001
5.385244e+002,9.049657e+001
5.387654e+002,9.046907e+001
5.390065e+002,9.040251e+001
5.392475e+002,9.031894e+001
5.394886e+002,9.023379e+001
5.397296e+002,9.015131e+001
5.399707e+002,9.005759e+001
5.402117e+002,8.993071e+001
5.404528e+002,8.974616e+001
5.406938e+002,8.948575e+001
5.409349e+002,8.914551e+001
5.411760e+002,8.873872e+001
5.414171e+002,8.829372e+001
5.416581e+002,8.784898e+001
5.418992e+002,8.745205e+001
5.421402e+002,8.714563e+001
5.423813e+002,8.695918e+001
5.426223e+002,8.690293e+001
5.428634e+002,8.696134e+001
5.431044e+002,8.709868e+001
5.433455e+002,8.726408e+001
5.435865e+002,8.740891e+001
5.438276e+002,8.750564e+001
5.440687e+002,8.755474e+001
5.443098e+002,8.758401e+001
5.445508e+002,8.763657e+001
5.447919e+002,8.775339e+001
5.450329e+002,8.795236e+001
5.452740e+002,8.822437e+001
5.455150e+002,8.853304e+001
5.457561e+002,8.883464e+001
5.459971e+002,8.909442e+001
5.462382e+002,8.930118e+001
5.464792e+002,8.946815e+001
5.467203e+002,8.962450e+001
5.469614e+002,8.979508e+001
5.472025e+002,8.998453e+001
5.474435e+002,9.017548e+001
5.476846e+002,9.033497e+001
5.479256e+002,9.043219e+001
5.481667e+002,9.045567e+001
5.484077e+002,9.041965e+001
5.486488e+002,9.035765e+001
5.488898e+002,9.031013e+001
5.491309e+002,9.030614e+001
5.493719e+002,9.034983e+001
5.496130e+002,9.042303e+001
5.498541e+002,9.049178e+001
5.500952e+002,9.052520e+001
5.503362e+002,9.050809e+001
5.505773e+002,9.044907e+001
5.508183e+002,9.037328e+001
5.510594e+002,9.031650e+001
5.513004e+002,9.030521e+001
5.515415e+002,9.035030e+001
5.517825e+002,9.044479e+001
5.520236e+002,9.056802e+001
5.522646e+002,9.069378e+001
5.525057e+002,9.079812e+001
5.527468e+002,9.086343e+001
5.529879e+002,9.087760e+001
5.532289e+002,9.083526e+001
5.534700e+002,9.073509e+001
5.537110e+002,9.058227e+001
5.539521e+002,9.039054e+001
5.541931e+002,9.017838e+001
5.544342e+002,8.996973e+001
5.546752e+002,8.978723e+001
5.549163e+002,8.964682e+001
5.551573e+002,8.955480e+001
5.553984e+002,8.950949e+001
5.556395e+002,8.950515e+001
5.558806e+002,8.953682e+001
5.561216e+002,8.960664e+001
5.563627e+002,8.971905e+001
5.566037e+002,8.987740e+001
5.568448e+002,9.007562e+001
5.570858e+002,9.029360e+001
5.573269e+002,9.049537e+001
5.575679e+002,9.063956e+001
5.578090e+002,9.069308e+001
5.580500e+002,9.063976e+001
5.582911e+002,9.049110e+001
5.585322e+002,9.027850e+001
5.587733e+002,9.004947e+001
5.590143e+002,8.984985e+001
5.592554e+002,8.971133e+001
5.594964e+002,8.964706e+001
5.597375e+002,8.965085e+001
5.599785e+002,8.970253e+001
5.602196e+002,8.977736e+001
5.604606e+002,8.985559e+001
5.607017e+002,8.992654e+001
5.609427e+002,8.998950e+001
5.611838e+002,9.005420e+001
5.614249e+002,9.013251e+001
5.616660e+002,9.023717e+001
5.619070e+002,9.037648e+001
5.621481e+002,9.054997e+001
5.623891e+002,9.074790e+001
5.626302e+002,9.095342e+001
5.628712e+002,9.114214e+001
5.631123e+002,9.128994e+001
5.633533e+002,9.137946e+001
5.635944e+002,9.140331e+001
5.638354e+002,9.136657e+001
5.640765e+002,9.128579e+001
5.643176e+002,9.118199e+001
5.645587e+002,9.107555e+001
5.647997e+002,9.098170e+001
5.650408e+002,9.090803e+001
5.652818e+002,9.085902e+001
5.655229e+002,9.083841e+001
5.657639e+002,9.085300e+001
5.660050e+002,9.091191e+001
5.662460e+002,9.102342e+001
5.664871e+002,9.118751e+001
5.667281e+002,9.139162e+001
5.669692e+002,9.161028e+001
5.672103e+002,9.180695e+001
5.674514e+002,9.194743e+001
5.676924e+002,9.201021e+001
5.679335e+002,9.199043e+001
5.681745e+002,9.190321e+001
5.684156e+002,9.177591e+001
5.686566e+002,9.164104e+001
5.688977e+002,9.152480e+001
5.691387e+002,9.144423e+001
5.693798e+002,9.140428e+001
5.696208e+002,9.140261e+001
5.698619e+002,9.143349e+001
5.701030e+002,9.149144e+001
5.703441e+002,9.157434e+001
5.705851e+002,9.168109e+001
5.708262e+002,9.180763e+001
5.710672e+002,9.194686e+001
5.713083e+002,9.208517e+001
5.715493e+002,9.220319e+001
5.717904e+002,9.228214e+001
5.720314e+002,9.230350e+001
5.722725e+002,9.225460e+001
5.725135e+002,9.213269e+001
5.727546e+002,9.194636e+001
5.729957e+002,9.171517e+001
5.732368e+002,9.146707e+001
5.734778e+002,9.123560e+001
5.737189e+002,9.105083e+001
5.739599e+002,9.093434e+001
5.742010e+002,9.089484e+001
5.744420e+002,9.092696e+001
5.746831e+002,9.101362e+001
5.749241e+002,9.113143e+001
5.751652e+002,9.125719e+001
5.754063e+002,9.137556e+001
5.756473e+002,9.147913e+001
5.758884e+002,9.156872e+001
5.761295e+002,9.164890e+001
5.763705e+002,9.172378e+001
5.766116e+002,9.179195e+001
5.768526e+002,9.184872e+001
5.770937e+002,9.188699e+001
5.773347e+002,9.190127e+001
5.775758e+002,9.189096e+001
5.778168e+002,9.186074e+001
5.780579e+002,9.181825e+001
5.782990e+002,9.177393e+001
5.785400e+002,9.173731e+001
5.787811e+002,9.171484e+001
5.790222e+002,9.171098e+001
5.792632e+002,9.172643e+001
5.795043e+002,9.175920e+001
5.797453e+002,9.180450e+001
5.799864e+002,9.185409e+001
5.802274e+002,9.189815e+001
5.804685e+002,9.192629e+001
5.807095e+002,9.193160e+001
5.809506e+002,9.191247e+001
5.811917e+002,9.187482e+001
5.814327e+002,9.182864e+001
5.816738e+002,9.178443e+001
5.819149e+002,9.174995e+001
5.821559e+002,9.172661e+001
5.823970e+002,9.170924e+001
5.826380e+002,9.168948e+001
5.828791e+002,9.165874e+001
5.831201e+002,9.161267e+001
5.833612e+002,9.155128e+001
5.836022e+002,9.147806e+001
5.838433e+002,9.139617e+001
5.840844e+002,9.130695e+001
5.843254e+002,9.120747e+001
5.845665e+002,9.109385e+001
5.848076e+002,9.096479e+001
5.850486e+002,9.082544e+001
5.852897e+002,9.068864e+001
5.855307e+002,9.057423e+001
5.857718e+002,9.050008e+001
5.860128e+002,9.047819e+001
5.862539e+002,9.050806e+001
5.864949e+002,9.057642e+001
5.867360e+002,9.065914e+001
5.869771e+002,9.072994e+001
5.872181e+002,9.076808e+001
5.874592e+002,9.076351e+001
5.877003e+002,9.071980e+001
5.879413e+002,9.065014e+001
5.881824e+002,9.057353e+001
5.884234e+002,9.050807e+001
5.886645e+002,9.046533e+001
5.889055e+002,9.045084e+001
5.891466e+002,9.046457e+001
5.893876e+002,9.050297e+001
5.896287e+002,9.056114e+001
5.898698e+002,9.063431e+001
5.901108e+002,9.071622e+001
5.903519e+002,9.079842e+001
5.905930e+002,9.087094e+001
5.908340e+002,9.092287e+001
5.910751e+002,9.094440e+001
5.913161e+002,9.093098e+001
5.915572e+002,9.088407e+001
5.917982e+002,9.081229e+001
5.920393e+002,9.072850e+001
5.922803e+002,9.064564e+001
5.925214e+002,9.057412e+001
5.927625e+002,9.051894e+001
5.930035e+002,9.047962e+001
5.932446e+002,9.045280e+001
5.934857e+002,9.043504e+001
5.937267e+002,9.042358e+001
5.939678e+002,9.041793e+001
5.942088e+002,9.041957e+001
5.944499e+002,9.042984e+001
5.946909e+002,9.044907e+001
5.949320e+002,9.047600e+001
5.951730e+002,9.050706e+001
5.954141e+002,9.053742e+001
5.956552e+002,9.056276e+001
5.958962e+002,9.057876e+001
5.961373e+002,9.058298e+001
5.963784e+002,9.057483e+001
5.966194e+002,9.055493e+001
5.968605e+002,9.052557e+001
5.971015e+002,9.048987e+001
5.973426e+002,9.045118e+001
5.975836e+002,9.041310e+001
5.978247e+002,9.037834e+001
5.980657e+002,9.034789e+001
5.983068e+002,9.032132e+001
5.985479e+002,9.029641e+001
5.987889e+002,9.026974e+001
5.990300e+002,9.023772e+001
5.992711e+002,9.019789e+001
5.995121e+002,9.014867e+001
5.997532e+002,9.009063e+001
5.999942e+002,9.002567e+001
6.002353e+002,8.995648e+001
6.004763e+002,8.988631e+001
6.007174e+002,8.981863e+001
6.009584e+002,8.975706e+001
6.011995e+002,8.970589e+001
6.014406e+002,8.966978e+001
6.016816e+002,8.965327e+001
6.019227e+002,8.965950e+001
6.021638e+002,8.968943e+001
6.024048e+002,8.974013e+001
6.026459e+002,8.980575e+001
6.028869e+002,8.987758e+001
6.031280e+002,8.994561e+001
6.033690e+002,9.000137e+001
6.036101e+002,9.003872e+001
