,Wavelength,0,0.25,0.5,0.75,1,1.25,1.5,1.75,2,2.25,2.5,2.75,3,3.25,3.5,3.75,4,4.25,4.5,4.75,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,8
547,530.0873,103.4703,84.82316,80.78133,76.10316,90.80314,82.69885,76.26681,94.04856,86.37007,91.13731,79.87203,84.90237,90.34256,76.58242,101.842,89.91256,85.94966,89.20734,87.64629,91.70397,89.96641,81.51233,80.91442,74.7049,74.51703,70.97834,90.08728,76.39732,84.58469,71.12014,84.39652,88.49891,58.91954
548,530.3284,103.9841,84.97012,80.69522,76.65462,91.01016,82.74464,76.32366,94.41795,86.96658,90.93217,80.22797,84.73795,90.6956,76.81089,101.3559,89.17944,85.7756,88.7088,87.54281,91.60403,89.43507,81.59996,80.96848,75.31011,74.77822,71.08163,90.90262,75.73246,85.54737,71.74014,84.02892,88.04137,59.29828
551,530.8105,105.3434,85.23071,80.23988,77.85768,91.97379,83.00298,75.9791,95.43378,87.85376,90.39597,80.83411,84.56242,91.68721,77.30907,99.92473,86.98953,86.03282,88.09324,87.48495,91.07272,88.60969,81.37976,81.42388,75.90909,76.36974,71.43797,91.77574,75.11453,85.65891,72.82806,83.03645,87.64013,59.77709
554,531.2926,106.8039,85.09757,79.74919,78.9895,93.69038,83.76398,75.27663,95.9655,87.8335,90.02319,81.68048,84.58803,92.47959,77.6835,98.63171,84.31046,86.54588,87.97797,87.72102,90.08934,88.33769,81.12217,82.21037,75.73255,78.82674,72.08921,91.45019,74.69218,83.90803,73.3421,82.08856,87.77412,60.32013
557,531.7747,107.8549,84.80605,79.64774,79.84796,95.4137,84.99015,74.7558,95.32767,86.9181,90.11765,82.79636,84.95177,92.43312,78.10066,98.16492,81.93923,86.92425,88.19157,88.1778,89.02494,88.43748,81.29038,83.00445,75.10454,80.93324,73.23784,90.58725,73.8335,81.2118,73.16787,81.49485,88.42214,61.27263
560,532.2568,108.2772,84.78588,80.09664,80.29236,96.2011,86.19079,74.75018,93.80164,85.48851,90.56963,83.68581,85.63033,91.25036,78.88837,98.39973,80.65401,87.21505,88.49857,88.48712,88.16832,88.38255,81.9043,83.57866,74.49632,81.32305,74.81833,89.75668,72.60319,78.46355,72.53275,81.17882,89.42019,62.54033
561,532.4979,108.296,84.89706,80.48035,80.37673,96.16436,86.60419,74.94032,92.97147,84.67731,90.82566,83.92496,86.00282,90.30829,79.40676,98.55193,80.53833,87.38105,88.64017,88.46638,87.83284,88.19624,82.28502,83.77717,74.36652,80.73129,75.59666,89.36079,72.02487,77.38091,72.18241,81.0449,89.92633,63.16228
562,532.739,108.2177,85.05354,80.91113,80.41797,95.92906,86.84627,75.22822,92.23286,83.84043,91.05984,84.03578,86.34386,89.25911,79.92844,98.59129,80.74545,87.57252,88.76552,88.3102,87.55569,87.94083,82.64528,83.93161,74.4219,79.79308,76.23159,88.93968,71.58382,76.65521,71.89891,80.91279,90.37518,63.69572
563,532.98,108.0417,85.23231,81.33501,80.46266,95.60387,86.92833,75.5873,91.64678,83.01804,91.27269,84.06438,86.62438,88.22907,80.37815,98.45492,81.20097,87.77763,88.87156,88.03879,87.3418,87.69424,82.93562,84.05396,74.67429,78.76296,76.6398,88.4826,71.35265,76.37984,71.74748,80.80707,90.7467,64.0965
564,533.2211,107.7395,85.43143,81.70995,80.54529,95.27552,86.88936,75.99532,91.23008,82.26521,91.48035,84.05384,86.83111,87.32943,80.70503,98.12997,81.81571,87.96862,88.95534,87.68666,87.2001,87.5403,83.12455,84.14899,75.09575,77.88908,76.78787,88.01149,71.38875,76.59847,71.77493,80.76731,91.04707,64.34911
567,533.7032,106.5614,85.96081,82.20023,80.87691,94.74662,86.63982,76.87658,90.77911,81.25751,91.93042,84.00771,86.98955,86.22356,80.94674,97.07568,83.10582,88.15026,88.99611,86.90134,87.18382,87.77292,83.13522,84.2467,76.1454,77.29189,76.41402,87.24157,72.45686,78.42931,72.44799,81.04008,91.50768,64.48147
570,534.1853,104.5198,86.71061,82.34655,81.3212,94.22565,86.3428,77.71848,90.42612,81.25718,92.32307,83.91266,86.77381,86.10735,80.83723,95.9627,83.87673,87.80024,88.82581,86.18913,87.52243,88.71194,82.77134,84.24062,76.93712,78.2003,75.66219,87.05067,75.0032,81.36213,73.81534,81.792,91.77049,64.45302
573,534.6674,102.0562,87.41039,82.265,81.71965,93.43444,85.92937,78.3876,89.7829,82.17164,92.27365,83.72327,86.22055,86.69012,80.63497,95.27145,83.84332,86.92358,88.63344,85.68283,88.04878,89.83395,82.40865,84.23453,77.22748,79.25118,75.16106,87.46837,78.6713,83.92034,75.45177,82.72304,91.6085,64.71178
576,535.1495,99.89723,87.64249,81.99377,82.12773,92.49615,85.22652,78.85449,88.99376,83.37213,91.55588,83.47826,85.5514,87.64839,80.38689,95.08818,83.44085,86.05736,88.76851,85.49837,88.48026,90.55526,82.46486,84.29458,77.29066,78.97926,75.13337,88.06747,82.33418,84.90343,76.87424,83.61063,90.91597,65.44328
577,535.3906,99.06271,87.5312,81.7674,82.37958,92.10488,84.76914,79.03994,88.71393,83.87568,91.02722,83.33202,85.27035,88.19091,80.24055,95.12333,83.33315,85.84383,88.99846,85.55276,88.5708,90.68158,82.71303,84.32556,77.33058,78.26191,75.25735,88.29305,83.72594,84.71942,77.38581,84.05846,90.44758,65.95825
578,535.6317,98.38107,87.29411,81.47529,82.66059,91.83503,84.28392,79.21764,88.60575,84.25899,90.49165,83.15461,85.06977,88.72158,80.09311,95.19038,83.37442,85.83912,89.29108,85.70115,88.54907,90.66099,83.0864,84.33462,77.38133,77.32197,75.43056,88.42651,84.65508,84.18842,77.71802,84.53014,89.97553,66.53196
579,535.8727,97.81146,86.96462,81.13618,82.94256,91.71226,83.82256,79.40479,88.7058,84.52206,90.03899,82.94132,84.97186,89.18121,79.96751,95.25472,83.56913,86.01781,89.5847,85.92069,88.42004,90.5207,83.53864,84.31605,77.42401,76.34666,75.63165,88.4574,85.08299,83.44642,77.85554,85.01986,89.5508,67.13283
580,536.1138,97.3085,86.57621,80.78761,83.18563,91.73242,83.43806,79.61282,89.01306,84.68645,89.73679,82.70555,84.99239,89.505,79.88632,95.29523,83.87396,86.30291,89.82376,86.17891,88.21145,90.29143,84.01137,84.28058,77.43974,75.51633,75.85254,88.38192,85.0444,82.63475,77.80061,85.49535,89.20451,67.73323
583,536.5959,96.36556,85.73144,80.27915,83.42621,92.05061,83.07216,80.09349,90.0527,84.84743,89.65025,82.30816,85.40997,89.52044,79.90604,95.25176,84.51482,86.75093,90.03358,86.6752,87.78835,89.68988,84.76335,84.25346,77.40007,74.81647,76.39538,87.93684,83.95989,81.3193,77.24871,86.22297,88.76475,68.85676
586,537.078,95.51186,84.96268,80.32594,83.3317,92.3873,83.34246,80.58408,91.15355,84.92125,89.95504,82.25514,86.24654,88.68186,80.15506,95.01783,84.89073,86.57147,90.04512,86.98583,87.71754,89.03147,85.02335,84.38687,77.45478,75.56985,77.19732,87.2866,82.25227,80.82954,76.5114,86.52556,88.56521,69.84836
589,537.5601,94.99947,84.54044,80.96431,83.11024,92.4733,84.09458,80.9058,91.74661,84.94975,90.05156,82.54582,87.15266,87.54857,80.58402,94.57886,85.08161,85.94295,90.16026,87.01157,88.10522,88.39415,84.79462,84.59335,77.78227,77.11079,78.28514,86.90417,80.60464,81.09058,76.07812,86.63708,88.51695,70.74912
592,538.0422,95.1396,84.66902,81.7996,82.92339,92.40649,85.01141,80.87628,91.56047,85.00722,89.69652,82.86548,87.6338,86.9213,81.20407,93.96337,85.3012,85.49273,90.38622,86.69878,88.61837,87.83377,84.25446,84.72076,78.19672,78.32492,79.41055,87.21674,79.44975,81.66721,76.1162,86.81647,88.62192,71.55257
593,538.2833,95.48476,84.91593,82.12802,82.85387,92.40131,85.45992,80.70955,91.19233,85.11331,89.44726,82.97857,87.63026,86.94383,81.5808,93.62455,85.40634,85.43282,90.46826,86.43005,88.79797,87.61536,83.91952,84.76942,78.31998,78.58218,79.8637,87.6203,79.10749,81.94487,76.25961,86.87746,88.72388,71.87733
594,538.5244,95.96918,85.22602,82.34079,82.81376,92.44598,85.89848,80.45865,90.69459,85.3146,89.24761,83.0893,87.48864,87.17864,81.97478,93.29404,85.46871,85.44994,90.49657,86.1281,88.9015,87.46624,83.55947,84.84363,78.35055,78.61575,80.18439,88.09333,78.89133,82.17607,76.43359,86.83481,88.84489,72.11336
595,538.7654,96.52505,85.54632,82.43818,82.82903,92.54235,86.34401,80.15657,90.12455,85.62806,89.15975,83.24185,87.26367,87.56333,82.35279,92.99183,85.46394,85.48835,90.46907,85.84097,88.94319,87.40312,83.18607,84.96644,78.29936,78.49799,80.35217,88.54261,78.74834,82.35548,76.60874,86.64185,88.97068,72.23804
596,539.0065,97.06837,85.83424,82.45553,82.93632,92.67696,86.81811,79.84513,89.54408,86.04557,89.21329,83.47559,87.01939,88.00832,82.67774,92.73437,85.39215,85.49538,90.40251,85.62345,88.95191,87.43339,82.81476,85.14401,78.20589,78.32814,80.36583,88.88869,78.62091,82.4926,76.77334,86.29171,89.09454,72.23993
599,539.4886,97.7971,86.25648,82.50207,83.54131,92.9766,87.88486,79.37183,88.56685,87.0277,89.67777,84.20055,86.67561,88.7013,83.06662,92.37625,85.14958,85.33263,90.23379,85.5753,88.9805,87.73148,82.15453,85.56957,78.11503,78.15548,79.99636,89.14417,78.27475,82.74711,77.12083,85.35722,89.35135,71.91681
602,539.9707,97.83128,86.56174,82.98849,84.56393,93.28046,88.95943,79.31351,88.03667,87.80432,90.27554,85.03059,86.61777,88.74284,83.14169,92.2159,84.99786,85.06007,90.05759,86.08734,89.06667,88.13035,81.74416,85.85035,78.42221,78.38614,79.30621,89.00304,77.89819,83.16727,77.66706,84.74899,89.6879,71.41138
605,540.4528,97.36626,86.89294,84.10893,85.47871,93.66352,89.65639,79.74417,87.96959,88.06535,90.61975,85.67521,86.73056,88.18521,83.12148,92.21704,85.03168,84.96835,89.74616,86.88697,89.14258,88.37249,81.67255,85.843,79.11874,78.82083,78.60558,88.81506,77.82444,83.85383,78.49557,84.91958,90.11368,71.12921
608,540.9349,96.79183,87.28135,85.50945,85.77222,94.10503,89.69418,80.53104,88.1975,87.95728,90.62927,86.17525,86.86991,87.5459,83.15611,92.34631,85.14494,85.19431,89.14551,87.60916,89.19428,88.42673,81.88652,85.6637,79.85357,79.18806,78.17179,88.6369,78.19253,84.6011,79.36571,85.5418,90.44301,71.34142
609,541.176,96.53035,87.49477,86.11115,85.66017,94.28113,89.48279,80.97819,88.3509,87.87739,90.54704,86.42455,86.92548,87.35808,83.18364,92.44676,85.20651,85.39688,88.73872,87.88921,89.23272,88.42495,82.06666,85.55556,80.10707,79.34527,78.09306,88.5181,78.50385,84.87686,79.70455,85.80697,90.48659,71.63881
610,541.4171,96.28622,87.72588,86.54307,85.42103,94.38356,89.17219,81.40707,88.49555,87.82188,90.42867,86.67008,86.964,87.29756,83.20288,92.56136,85.2757,85.61842,88.29372,88.12415,89.29078,88.41925,82.28066,85.44324,80.24244,79.53219,78.09386,88.38856,78.88356,85.03284,79.94776,85.95869,90.42156,72.03355
611,541.6581,96.05286,87.97636,86.7652,85.09972,94.39922,88.80989,81.77963,88.61528,87.79417,90.28426,86.88145,86.98598,87.35396,83.21421,92.68428,85.35676,85.81885,87.84898,88.33311,89.36954,88.40435,82.52408,85.32967,80.25751,79.79208,78.1523,88.28119,79.34554,85.05773,80.10719,85.99046,90.25159,72.49586
612,541.8992,95.8218,88.23811,86.77049,84.73873,94.33697,88.44044,82.06491,88.70553,87.78029,90.12093,87.01656,86.99941,87.49212,83.23322,92.80777,85.44698,85.95678,87.45205,88.53645,89.46679,88.36349,82.79371,85.22482,80.1771,80.16861,78.24242,88.24125,79.92566,84.96758,80.22263,85.93738,90.0076,72.99265
615,542.3813,95.337,88.69796,86.26897,84.03362,94.09045,87.78311,82.32655,88.8434,87.73001,89.76725,86.96353,87.07464,87.83458,83.40175,93.01524,85.60616,85.92262,86.95918,88.98567,89.70167,88.14957,83.38261,85.12131,79.90419,81.32268,78.46539,88.46227,81.58394,84.60968,80.51453,85.79861,89.51366,73.98258
618,542.8634,94.78126,88.83649,85.49346,83.56759,93.88335,87.25113,82.31094,89.08424,87.6436,89.44768,86.60538,87.34001,88.05647,83.84019,93.06206,85.65674,85.48161,86.96134,89.49979,89.94469,87.80178,83.96785,85.28255,79.74645,82.73421,78.81111,88.95869,83.87295,84.32626,81.04929,85.87057,89.38335,74.85593
621,543.3455,94.1602,88.51613,84.90349,83.6183,93.79241,86.77558,82.34844,89.52977,87.61288,89.2028,86.30838,87.7613,88.13824,84.34848,92.80231,85.63252,84.97125,87.26408,89.97352,90.08987,87.54595,84.48212,85.66038,79.78746,83.61433,79.44125,89.32565,86.31305,84.33479,81.64895,86.12112,89.79788,75.53178
624,543.8276,93.73639,87.96865,84.73418,84.2532,93.72648,86.34992,82.68791,90.00201,87.63994,89.00791,86.26105,88.08047,88.21468,84.50008,92.22747,85.63786,84.89559,87.50564,90.19753,90.02728,87.5788,84.94185,86.01833,79.87999,83.27357,80.31747,89.31972,88.38645,84.58304,81.95856,86.31342,90.47891,75.96526
625,544.0687,93.75952,87.75515,84.81,84.67948,93.66715,86.19495,82.96677,90.14478,87.63885,88.93954,86.2979,88.1456,88.28307,84.37526,91.89236,85.64854,85.11742,87.55474,90.1497,89.9313,87.70634,85.17302,86.14548,79.90791,82.70068,80.75045,89.21495,89.2524,84.71521,81.96355,86.33936,90.76138,76.09775
626,544.3098,94.02119,87.65566,84.96648,85.07253,93.57224,86.1134,83.28191,90.18649,87.61597,88.91661,86.34241,88.16181,88.37407,84.15037,91.58551,85.64673,85.50926,87.58401,89.98058,89.83124,87.89076,85.41056,86.24697,79.93131,82.02943,81.11462,89.09499,90.03707,84.79306,81.89902,86.31836,90.94019,76.19102
627,544.5508,94.54826,87.69814,85.17661,85.36163,93.42966,86.1319,83.60046,90.12925,87.58124,88.96829,86.3821,88.16348,88.48143,83.88986,91.34647,85.62197,86.03672,87.63657,89.69677,89.76299,88.11868,85.64938,86.33923,79.97086,81.41093,81.38088,88.99702,90.75594,84.77702,81.80584,86.26057,90.99976,76.26606
628,544.7919,95.31959,87.88602,85.4066,85.50629,93.22729,86.27193,83.89391,89.99978,87.56027,89.11903,86.41771,88.18911,88.59379,83.66988,91.20044,85.57915,86.64875,87.75339,89.32453,89.75183,88.38277,85.87495,86.43307,80.04902,80.97353,81.54331,88.9493,91.39305,84.64312,81.72648,86.17702,90.95638,76.3447
631,545.274,97.27632,88.57478,85.81043,85.43065,92.63166,86.93162,84.351,89.68785,87.66607,89.71342,86.52239,88.37776,88.7939,83.56864,91.17853,85.53837,87.90189,88.22437,88.47959,89.87807,89.00768,86.20226,86.59239,80.35398,80.79296,81.64897,89.04462,92.18927,84.07138,81.70031,85.95889,90.70652,76.56071
634,545.7561,99.01608,89.32045,86.02659,85.28169,91.92789,87.94098,84.62528,89.52748,87.98573,90.44556,86.7328,88.63724,88.92286,83.94247,91.36504,85.75353,88.84952,88.83464,87.82442,89.92741,89.6854,86.23494,86.59408,80.763,81.09755,81.68366,89.34903,91.95724,83.46401,81.84117,85.70396,90.45851,76.82693
637,546.2382,99.85538,89.74162,86.03931,85.4873,91.45337,88.9031,84.70483,89.57324,88.24525,90.86726,87.02536,88.74772,89.012,84.42847,91.56811,86.23094,89.2514,89.30118,87.63755,89.57865,90.19331,85.94038,86.46568,81.08771,81.02393,81.77583,89.64161,90.80717,83.37869,82.03378,85.4948,90.26797,76.98221
640,546.7203,99.78226,89.76691,85.89613,86.02901,91.43616,89.42611,84.55314,89.76147,88.13673,90.80501,87.32369,88.72708,89.14619,84.66058,91.73055,86.65903,89.16364,89.6245,87.91197,88.94951,90.29774,85.48384,86.48821,81.28313,80.34735,81.86944,89.57717,89.48973,84.04981,82.20824,85.472,90.02792,76.88902
641,546.9614,99.53617,89.69633,85.78239,86.32755,91.57778,89.48317,84.40647,89.90514,87.94955,90.6655,87.4554,88.73,89.2457,84.67086,91.81002,86.75272,89.01981,89.79508,88.13905,88.68378,90.18431,85.28381,86.62352,81.37239,79.96855,81.90046,89.34309,88.9839,84.59496,82.28748,85.55729,89.86919,76.76076
642,547.2025,99.22688,89.6155,85.65119,86.59451,91.78004,89.43308,84.24447,90.08452,87.72777,90.51546,87.56489,88.75946,89.36075,84.64817,91.89465,86.74922,88.86081,89.98453,88.36658,88.5281,89.98892,85.14592,86.82819,81.48046,79.69071,81.92895,88.99317,88.61677,85.19627,82.36309,85.69832,89.69606,76.60954
643,547.4435,98.90086,89.54589,85.5202,86.80969,92.02021,89.32197,84.10624,90.29321,87.52476,90.39168,87.64323,88.80567,89.47845,84.63054,91.9864,86.66037,88.71447,90.17548,88.55222,88.50957,89.74911,85.09183,87.06427,81.61579,79.57199,81.96934,88.58383,88.36118,85.78259,82.43401,85.87381,89.52717,76.46911
644,547.6846,98.59425,89.49463,85.41506,86.96793,92.29147,89.20361,84.03245,90.51153,87.38402,90.30856,87.68189,88.84541,89.58237,84.64465,92.08437,86.51065,88.59661,90.33497,88.66454,88.61901,89.50837,85.1244,87.28475,81.77406,79.62447,82.03612,88.19312,88.16046,86.29376,82.49798,86.0549,89.38525,76.37048
647,548.1667,98.11826,89.40599,85.3911,87.14557,92.95733,89.10458,84.18736,90.85497,87.34221,90.22971,87.63917,88.83159,89.70047,84.7813,92.28471,86.1275,88.44572,90.45567,88.63336,89.06731,89.17267,85.37838,87.56142,82.10124,80.08737,82.26913,87.73151,87.67282,86.9455,82.59284,86.33921,89.25478,76.35815
650,548.6488,97.83814,89.24309,85.71828,87.22451,93.80037,89.26986,84.767,90.92682,87.50335,90.15353,87.52763,88.72933,89.66695,84.92654,92.45219,85.75013,88.36207,90.35765,88.32748,89.50256,89.19789,85.66961,87.6133,82.33561,80.63096,82.5744,87.85385,86.78362,86.9996,82.61192,86.47336,89.37436,76.57232
653,549.1309,97.55267,89.02148,86.26318,87.31359,94.5626,89.54737,85.58066,90.80251,87.66429,90.0379,87.51292,88.72584,89.49946,84.88057,92.52165,85.52477,88.3486,90.30614,87.91666,89.72961,89.61754,85.81833,87.54306,82.41636,80.96405,82.80289,88.31489,85.53366,86.47588,82.53062,86.54983,89.68694,76.91502
656,549.613,96.97572,88.90775,86.69075,87.49597,94.83791,89.7409,86.3601,90.75973,87.80331,89.94613,87.66579,88.89248,89.24491,84.61786,92.46664,85.67449,88.49332,90.42303,87.58757,89.80163,90.26561,85.89268,87.35989,82.35843,81.18491,82.82523,88.77911,84.38793,85.59055,82.4278,86.68138,90.04658,77.35956
657,549.8541,96.55637,88.94197,86.77895,87.62103,94.74898,89.79502,86.67565,90.82477,87.90788,89.9241,87.77743,88.99994,89.117,84.46494,92.41811,85.9482,88.65216,90.49178,87.50661,89.82512,90.57502,85.97359,87.2216,82.29718,81.36268,82.74905,88.98012,84.0657,85.15208,82.4374,86.77266,90.19087,77.64039
658,550.0952,96.09167,89.04461,86.77924,87.74833,94.55043,89.84042,86.9272,90.93373,88.0556,89.91682,87.88506,89.09628,89.01704,84.34332,92.38103,86.35394,88.87252,90.5252,87.50211,89.85798,90.81992,86.11114,87.0714,82.23109,81.64254,82.62702,89.16995,84.00532,84.80135,82.52734,86.86945,90.29314,77.96857
659,550.3362,95.64357,89.20486,86.71497,87.85268,94.30692,89.89834,87.11626,91.05335,88.24655,89.92237,87.96914,89.17216,88.97055,84.28693,92.37652,86.8625,89.14676,90.50809,87.57842,89.90365,90.97121,86.30693,86.94179,82.17699,82.04443,82.48155,89.35361,84.24866,84.59144,82.71347,86.96168,90.34883,78.3397
660,550.5773,95.27422,89.40519,86.61979,87.90736,94.08083,89.98074,87.25061,91.14454,88.46709,89.94166,88.01665,89.22876,88.99671,84.31784,92.41389,87.42417,89.4614,90.44907,87.7299,89.95518,91.02109,86.5402,86.86575,82.15176,82.55769,82.34086,89.51997,84.79917,84.54921,82.98769,87.04209,90.36533,78.73471
663,551.0594,94.92881,89.8343,86.45631,87.80605,93.82786,90.19759,87.40509,91.14858,88.90103,90.04657,87.99594,89.30815,89.27287,84.65536,92.59874,88.47272,90.11697,90.3165,88.19375,90.02124,90.87946,86.97654,86.94863,82.23422,83.70163,82.18417,89.69919,86.65891,84.93307,83.65134,87.16205,90.34579,79.4697
666,551.5415,95.11054,90.16938,86.43258,87.45139,93.86673,90.34235,87.50144,90.96567,89.19295,90.27349,87.87888,89.32879,89.68344,85.25748,92.83552,89.03856,90.58208,90.3503,88.7295,89.92916,90.62189,87.1264,87.27937,82.49689,84.43481,82.31366,89.54685,89.00848,85.6909,84.12169,87.2475,90.36844,79.89936
669,552.0236,95.51448,90.34541,86.54915,87.05461,94.07056,90.29227,87.5996,90.86653,89.33255,90.56143,87.79658,89.22981,89.93519,85.90205,93.05427,88.87671,90.60123,90.56802,89.22939,89.63713,90.43987,86.88508,87.63448,82.84078,84.31951,82.68009,89.17952,91.14625,86.4663,84.18106,87.3149,90.46082,79.90955
672,552.5057,95.77521,90.43064,86.82224,86.8755,94.33819,90.14614,87.67843,91.06013,89.42243,90.76474,87.85583,89.06753,89.92213,86.39003,93.27737,88.09389,90.14485,90.79812,89.65451,89.24562,90.33311,86.41725,87.88486,83.1422,83.64889,83.04799,88.90839,92.58329,87.02354,83.99665,87.36896,90.51286,79.68037
673,552.7468,95.78706,90.48161,87.04387,86.91142,94.46961,90.104,87.68744,91.24725,89.46853,90.80557,87.94148,89.02183,89.87097,86.54277,93.38515,87.5872,89.81774,90.86343,89.81291,89.06816,90.27046,86.19764,87.97427,83.25761,83.33347,83.15676,88.869,92.97533,87.18667,83.90865,87.398,90.48086,79.58624
674,552.9879,95.71864,90.55569,87.3329,87.02187,94.57598,90.10174,87.66345,91.44372,89.51058,90.81013,88.04971,89.02602,89.83959,86.6326,93.46771,87.08041,89.49161,90.8776,89.90823,88.93028,90.18506,86.03857,88.04404,83.35129,83.12843,83.19883,88.88649,93.14853,87.27135,83.85155,87.43604,90.40363,79.55522
675,553.2289,95.59112,90.65314,87.68639,87.17838,94.63461,90.13097,87.60143,91.59848,89.53949,90.79278,88.1627,89.08436,89.85732,86.66798,93.49792,86.62575,89.21535,90.83526,89.9172,88.84908,90.07134,85.96971,88.09055,83.42841,83.05777,83.18369,88.93716,93.11597,87.28813,83.82256,87.48923,90.29113,79.60651
676,553.47,95.43709,90.76527,88.08726,87.34138,94.62943,90.16651,87.50186,91.66823,89.5509,90.76852,88.26633,89.18478,89.93595,86.66061,93.45593,86.256,89.02213,90.73509,89.82875,88.8345,89.93465,86.00188,88.10559,83.49428,83.1036,83.13525,88.99687,92.90046,87.25768,83.80556,87.56079,90.16529,79.73329
